iter	Logloss
533	0.3372866153
534	0.3371486043
535	0.3368693258
536	0.3367736571
537	0.3364540111
538	0.3360661439
539	0.3357987236
540	0.3353658193
541	0.3350257619
542	0.3348271055
543	0.3344083274
544	0.3342640635
545	0.3340212654
546	0.3337771427
547	0.3336336119
548	0.3334811348
549	0.3333549807
550	0.3331624544
551	0.3329571781
552	0.3325865088
553	0.3324976186
554	0.3323870765
555	0.3322303314
556	0.3320876875
557	0.3319299056
558	0.3316853495
559	0.3315505086
560	0.3313727451
561	0.3312073891
562	0.3310453835
563	0.3307376021
564	0.3306239911
565	0.3303823859
566	0.3299825086
567	0.3298756358
568	0.3297485692
569	0.3294054745
570	0.3292057977
571	0.328904829
572	0.3287404406
573	0.3286588281
574	0.3285105963
575	0.3283605787
576	0.3281492961
577	0.328035024
578	0.3278123604
579	0.3276602464
580	0.3275211768
581	0.3273247701
582	0.3269432058
583	0.3267918795
584	0.3267117791
585	0.3262412474
586	0.3260482729
587	0.3258670921
588	0.3255715837
589	0.3252234234
590	0.32516314
591	0.3249549404
592	0.3246579094
593	0.324451323
594	0.3240870024
595	0.323911392
596	0.3237093618
597	0.3233998615
598	0.3230634593
599	0.3229828058
600	0.3228453529
601	0.3225926335
602	0.3225063442
603	0.322306246
604	0.3220890134
605	0.321944043
606	0.3217037769
607	0.3212170187
608	0.3210154203
609	0.3208342501
610	0.3207006238
611	0.3206284686
612	0.3203857246
613	0.3201999458
614	0.3200684001
615	0.3198999233
616	0.3196765601
617	0.3195785474
618	0.3192112722
619	0.3189772575
620	0.3188488814
621	0.3187345862
622	0.3186144487
623	0.3184657809
624	0.3183936524
625	0.3183223897
626	0.3182478399
627	0.3178995867
628	0.3177845825
629	0.3172959042
630	0.3172204685
631	0.3171489521
632	0.3168735819
633	0.316759867
634	0.3165783972
635	0.3163628963
636	0.3162985483
637	0.3162224742
638	0.3161206822
639	0.3160251553
640	0.3159712893
641	0.3159206472
642	0.3158192553
643	0.3155660117
644	0.3152854163
645	0.3150525669
646	0.3149378369
647	0.3147696776
648	0.3147014544
649	0.3146133307
650	0.3143899366
651	0.3142850114
652	0.3141397113
653	0.3140954702
654	0.3139968837
655	0.3138591249
656	0.3137794944
657	0.3136869474
658	0.3134964458
659	0.3134206622
660	0.3132975919
661	0.3131151198
662	0.3130030199
663	0.3128617619
664	0.312587305
665	0.3125007966
666	0.3123404801
667	0.3121970122
668	0.311968357
669	0.3118690302
670	0.3118222857
671	0.3117533377
672	0.3116286418
673	0.3114907207
674	0.311313254
675	0.3110856834
676	0.3108498816
677	0.3106845899
678	0.3105339104
679	0.3103453584
680	0.3099151268
681	0.3098080349
682	0.3096885816
683	0.3095926026
684	0.3095016933
685	0.3093962704
686	0.3092788762
687	0.3091993326
688	0.3089838139
689	0.3088422988
690	0.3087532741
691	0.3083478982
692	0.3081545776
693	0.3080924712
694	0.3079616777
695	0.3078706673
696	0.3075050544
697	0.307392908
698	0.307289575
699	0.3071730257
700	0.3070695594
701	0.30693108
702	0.3067467159
703	0.3065651248
704	0.3064941694
705	0.3063846642
706	0.3063003505
707	0.3061619271
708	0.3059511283
709	0.3057734639
710	0.305585626
711	0.3054983746
712	0.3053036433
713	0.3051463489
714	0.3050544534
715	0.3049719174
716	0.3048916963
717	0.3046893221
718	0.3046282322
719	0.3045713584
720	0.3045133138
721	0.3043962997
722	0.3041879689
723	0.3040060131
724	0.3038507287
725	0.3035425216
726	0.3032934289
727	0.3032044904
728	0.3031186523
729	0.3029991971
730	0.3029087685
731	0.3027225803
732	0.3025462676
733	0.302466858
734	0.3023398937
735	0.3022916124
736	0.3022113084
737	0.302112479
738	0.3018499773
739	0.3017663694
740	0.3016901953
741	0.3015129507
742	0.3014352854
743	0.3013220248
744	0.3011945732
745	0.3011116696
746	0.3009623835
747	0.3006537685
748	0.300572035
749	0.3003814011
750	0.3003210305
751	0.3001547316
752	0.2999880485
753	0.2998857191
754	0.2997156472
755	0.2996417563
756	0.2995562304
757	0.2994941118
758	0.2992807953
759	0.2991319546
760	0.298957193
761	0.2988768159
762	0.2987740926
763	0.2986444689
764	0.2985616706
765	0.2983596752
766	0.2982176962
767	0.2981167016
768	0.2979205415
769	0.2976840786
770	0.2975608138
771	0.2974807031
772	0.2973215443
773	0.2972056344
774	0.2970647466
775	0.2969661048
776	0.296868155
777	0.2967624601
778	0.296593894
779	0.2964950673
780	0.2963969283
781	0.2962692877
782	0.2961187468
783	0.2960521857
784	0.2959628385
785	0.295852737
786	0.295754936
787	0.2956441871
788	0.2955971804
789	0.2954164487
790	0.295293317
791	0.2950574332
792	0.2949896061
793	0.294881011
794	0.294787551
795	0.2946529787
796	0.294576431
797	0.2944005926
798	0.2943011061
799	0.2942134515
800	0.2941260742
801	0.2939801312
802	0.2939052741
803	0.2937898568
804	0.2937228908
805	0.2936621361
806	0.2935382578
807	0.2934166238
808	0.2933282172
809	0.2930767026
810	0.2929806036
811	0.2928378359
812	0.2927072328
813	0.2926160254
814	0.2925191065
815	0.2924197164
816	0.2922865698
817	0.2922232826
818	0.2920751457
819	0.2919508595
820	0.2918665004
821	0.2916475786
822	0.2915585589
823	0.2914820714
824	0.2914285958
825	0.291307001
826	0.2911936068
827	0.2911045716
828	0.2910239498
829	0.2909277894
830	0.2907879713
831	0.2906383172
832	0.2905851637
833	0.2904903935
834	0.2903523279
835	0.290173242
836	0.2900925079
837	0.2900231983
838	0.2898858317
839	0.2898281233
840	0.2896715336
841	0.2896067623
842	0.2895215094
843	0.2893716533
844	0.2892445625
845	0.2889798358
846	0.2889158944
847	0.2888413248
848	0.2887084193
849	0.2885086846
850	0.2883271068
851	0.2882059958
852	0.2880608788
853	0.2879592088
854	0.2878845579
855	0.2877684626
856	0.2876309256
857	0.287395326
858	0.2872550259
859	0.2872021115
860	0.2871450376
861	0.2869999266
862	0.2869468279
863	0.2868643453
864	0.2867733172
865	0.286657617
866	0.2864208736
867	0.2863480947
868	0.2863047344
869	0.2861865894
870	0.2860768058
871	0.2860055695
872	0.2859579301
873	0.2858932054
874	0.2856864605
875	0.2855506698
876	0.2854980697
877	0.2853524916
878	0.2851522646
879	0.285072549
880	0.2849902503
881	0.2848598786
882	0.284815854
883	0.2847386896
884	0.284659956
885	0.2845837447
886	0.2845351129
887	0.2844345191
888	0.2842969491
889	0.284216332
890	0.2841874039
891	0.284101527
892	0.284024166
893	0.2839358012
894	0.2838750793
895	0.2838430059
896	0.2836813332
897	0.2835752269
898	0.2835034926
899	0.2834436426
900	0.2833736081
901	0.283319705
902	0.2832551761
903	0.2831820128
904	0.2831091635
905	0.2830382304
906	0.2829769744
907	0.2828780821
908	0.2828152757
909	0.2827253198
910	0.2826278842
911	0.2825274817
912	0.2824431687
913	0.2823683141
914	0.2823141983
915	0.2821245482
916	0.2820026008
917	0.281959166
918	0.2818458594
919	0.2816876638
920	0.2816506608
921	0.28157186
922	0.281445533
923	0.2813668526
924	0.2812920546
925	0.2812139083
926	0.2811594175
927	0.2811069638
928	0.2810195572
929	0.2809370448
930	0.2808490609
931	0.2807478739
932	0.2806435871
933	0.280580242
934	0.2805063344
935	0.2803830685
936	0.2803200635
937	0.2801911857
938	0.280095254
939	0.279945847
940	0.2798300434
941	0.2796601729
942	0.2795996048
943	0.2795596291
944	0.2794623936
945	0.279387054
946	0.2792791807
947	0.2792429007
948	0.2791226337
949	0.2790690192
950	0.2789628251
951	0.2788577628
952	0.2787775436
953	0.2787022304
954	0.2786456758
955	0.2785190169
956	0.2783596652
957	0.2782475192
958	0.2782007993
959	0.2781114032
960	0.2780654387
961	0.27798763
962	0.2778988401
963	0.2778613523
964	0.2777797901
965	0.2776467616
966	0.2775748159
967	0.2774605061
968	0.2774146017
969	0.2773325587
970	0.277237283
971	0.2771741141
972	0.2770109128
973	0.2768762193
974	0.2768255282
975	0.2767631086
976	0.2765961329
977	0.2765431518
978	0.2764857667
979	0.2764126436
980	0.2763653881
981	0.2762538469
982	0.2761945557
983	0.2761469425
984	0.2760733186
985	0.2759874389
986	0.2758908079
987	0.2758469955
988	0.2757857592
989	0.2757054166
990	0.275644129
991	0.2755637433
992	0.2754975522
993	0.2754418613
994	0.2753759769
995	0.2752745762
996	0.2750752438
997	0.2750239193
998	0.2749561839
999	0.2748594634

999	0.2760920731
